rmse,mae,mbe,r2,slope,intercept,resid_std,rmse_raw,mae_raw,mbe_raw,slope_raw,intercept_raw,mae_bin0,mbe_bin0,mae_bin1,mbe_bin1,mae_bin2,mbe_bin2,mae_bin3,mbe_bin3,mae_bin4,mbe_bin4,fold_id,training_time
1.8658602131889468,0.9915853814582769,0.1612426293832518,0.9359455050386053,1.0313928414172606,-0.020699033415219503,1.8588800794110087,1.8658602131889468,0.9915853814582769,0.1612426293832518,1.0313928414172606,-0.020699033415219503,0.503025670298031,-0.41436335931933227,0.7691432923951725,-0.6020287052314759,0.9426979593169631,-0.056523543947235445,1.7950436212049903,0.8883201907087594,1.2569522166943339,0.9107921222934855,0,82.30817866325378
2.36249434082771,1.2209248441868568,0.22805000269863576,0.8591525679316399,1.0041655014337518,0.20631546723513505,2.35146182335842,2.36249434082771,1.2209248441868568,0.22805000269863576,1.0041655014337518,0.20631546723513505,,,0.5235748353765941,-0.421738130620557,1.306698202741648,-0.3265663420546437,1.4137308388474434,1.3239172685476652,1.9524544906233645,1.035943396642985,1,380.06678652763367
2.3905649667923705,1.2285171146775116,0.26705957009672077,0.882987981727176,1.0728219994870087,-0.13002056419075014,2.3756009863768712,2.3905649667923705,1.2285171146775116,0.26705957009672077,1.0728219994870087,-0.13002056419075014,1.0959350658968696,-1.039894113128352,0.3651755897460649,-0.12035932031199673,0.8190961158033992,-0.48392051314140455,1.7847397078530776,1.5358390408405835,1.973727686201681,1.3665060247733383,2,79.24057698249817
1.941701788041729,1.0440168923428514,-0.004689862782248199,0.9199492789692574,1.017910677060186,-0.10544139123136365,1.941696124235595,1.941701788041729,1.0440168923428514,-0.004689862782248199,1.017910677060186,-0.10544139123136365,0.7009724799018096,-0.627659005705226,0.7272481894002387,-0.6099177132108972,0.897116189001841,-0.33915289673081267,1.3348747237512242,0.8373449320687489,1.462447252915473,0.7045169891802867,3,88.6451964378357
1.862477466000646,1.0720705252388507,-0.20447059519963184,0.926770121264904,1.0242415428599123,-0.3455711455866277,1.8512196215087224,1.862477466000646,1.0720705252388507,-0.20447059519963184,1.0242415428599123,-0.3455711455866277,1.013674043076966,-0.9104618658363774,0.6146200984476928,-0.5082578210488432,1.026795370857858,-0.23847202330442657,1.3042465160450467,-0.9434395985024837,1.3810062855769771,0.6800271366112401,4,85.93501710891724
1.9256982114767547,1.0826261363153937,0.01453682438792794,0.9170725201309453,1.064500562469988,-0.34883031162733413,1.92564334247583,1.9256982114767547,1.0826261363153937,0.01453682438792794,1.064500562469988,-0.34883031162733413,,,0.7774893178062153,-0.6876178966989059,0.9548917498683476,-0.4684744867773639,1.0739547582263544,0.2070740852716459,1.5208354386891487,1.0971797316398313,5,84.2863438129425
2.2422379486656214,1.1622470724050773,0.18451813354720886,0.8742282612950594,1.0054466847823864,0.15560721374815323,2.234632872940982,2.2422379486656214,1.1622470724050773,0.18451813354720886,1.0054466847823864,0.15560721374815323,0.6296390262246356,-0.595503093601722,0.5096306876966192,-0.37778885806390305,1.1673312751332499,-0.5787480797865616,1.648630041138616,1.2191074125610664,1.738369836546584,1.1750589858157798,6,90.9342622756958
1.6766369813605377,1.0154348073976271,-0.06972657313449097,0.937711582523466,1.0003323741921477,-0.07164693457297311,1.6751864888019772,1.6766369813605377,1.0154348073976271,-0.06972657313449097,1.0003323741921477,-0.07164693457297311,0.770553449783131,-0.7018242967850996,0.5744231148990099,-0.43212468668368836,0.9683925876666842,-0.5285968357378185,1.8837727212870954,1.284272203517905,1.1705407260749123,0.3952349219060977,7,106.00245428085327
1.7758696043726616,1.1060525735233342,0.09414684861571222,0.934880261618706,1.0232934676404364,-0.038432782472132665,1.773372274123638,1.7758696043726616,1.1060525735233342,0.09414684861571222,1.0232934676404364,-0.038432782472132665,,,0.6494902485896075,-0.555601112722216,0.9565637913210181,-0.2285872990617244,1.4250597152184752,0.8190055270784083,1.6324412029347868,0.7972405702723524,8,82.07496762275696
1.8076680304340955,1.0859312521067561,0.007123494979420652,0.9285258161315885,1.0323212393858952,-0.17855859426567466,1.8076539945666483,1.8076680304340955,1.0859312521067561,0.007123494979420652,1.0323212393858952,-0.17855859426567466,1.324856811257485,-1.2720481054283355,0.5028108625323757,-0.3329006723104858,0.832467800121101,-0.4266682167053762,1.5090689301980278,0.4810326119681083,1.3512589398590282,0.9533095537900403,9,79.51496529579163
