fraction,repeat,model,target,feature_set,data_module,correction_module,n_splits_used,n_splits_requested,n_effective_bins,n_bins_raw,n_bins_merged,bins_merged,n_train_full,n_train_sub,rmse_mean,rmse_std,r2_mean,r2_std,mae_mean,mbe_mean,slope_mean
0.2,0,ert,T,Liquid,augmented,none,5,5,13,222,13,1,1730,463,47.84601836015298,6.617415676855909,0.87562730919385,0.04091375304811993,31.905912513292396,1.2392027507498538,1.054279974588176
0.2,0,ert,P,Liquid,augmented,none,5,5,13,222,13,1,1730,463,2.89834981968545,0.6817212363063422,0.8527053730405978,0.05522160611148265,1.8528502642682934,0.1406342843219494,1.0681474025081932
0.2,0,stacking,T,Liquid,augmented,none,5,5,13,222,13,1,1730,463,48.54481673730861,6.670245852089941,0.8717723019360779,0.04248392282419195,32.49314047395806,1.405749513985428,1.044850602736434
0.2,0,stacking,P,Liquid,augmented,none,5,5,13,222,13,1,1730,463,2.9293302413845277,0.6893073286267893,0.8496377176747145,0.0560474541805283,1.8775313758687857,0.14766695562409007,1.051369935750397
0.4,0,ert,T,Liquid,augmented,none,5,5,34,222,34,1,1730,792,41.77710364076053,6.65801607812953,0.8934202212157161,0.035789422206913724,26.82807318456658,2.7006152757866952,1.051574689226486
0.4,0,ert,P,Liquid,augmented,none,5,5,34,222,34,1,1730,792,2.5168207266948706,0.44493563229501476,0.8762968970259267,0.03506742883963318,1.5633163658907299,0.12209870765081729,1.0821593666746696
0.4,0,stacking,T,Liquid,augmented,none,5,5,34,222,34,1,1730,792,42.63282643863555,6.896912974645543,0.8889452713410737,0.03767477691934189,27.62189822353546,2.856437996161239,1.0366341307676827
0.4,0,stacking,P,Liquid,augmented,none,5,5,34,222,34,1,1730,792,2.5328372343245227,0.45822978314437923,0.8747646401759852,0.035527012922022615,1.5704446170791495,0.12249657585587652,1.0662606145113482
0.6,0,ert,T,Liquid,augmented,none,5,5,64,222,64,1,1730,1139,35.780564982681554,1.3464215532985369,0.9189560656454774,0.006049189335218955,23.139990080089337,1.610868431902095,1.0491945862300098
0.6,0,ert,P,Liquid,augmented,none,5,5,64,222,64,1,1730,1139,2.2539050557339753,0.24353780773461636,0.8986382865052484,0.027050485032377867,1.326812667581541,0.073058396152206,1.064284736767811
0.6,0,stacking,T,Liquid,augmented,none,5,5,64,222,64,1,1730,1139,36.25858697128814,1.2047798088614567,0.9168493851357772,0.004389088915719283,23.517393184991505,1.6904683678301162,1.0333304517847046
0.6,0,stacking,P,Liquid,augmented,none,5,5,64,222,64,1,1730,1139,2.28976615590702,0.23081891049947548,0.8954684300845788,0.027653115026195264,1.3251796902039659,0.0841335009299048,1.0472002203919226
0.8,0,ert,T,Liquid,augmented,none,5,5,74,222,74,1,1730,1468,33.77450466532107,1.6116888364227568,0.925392021444513,0.007076908352897924,21.566353790171707,0.7657748414776514,1.0482456293693878
0.8,0,ert,P,Liquid,augmented,none,5,5,74,222,74,1,1730,1468,2.1044585025832467,0.08622458544416059,0.9094036379317177,0.009085884395270725,1.2411029208435251,0.08830793223890351,1.0594588096758568
0.8,0,stacking,T,Liquid,augmented,none,5,5,74,222,74,1,1730,1468,34.51658578820965,1.3476604731651354,0.9220492276476622,0.007427851208434718,22.078838368257024,0.8992380235093715,1.0288545229151935
0.8,0,stacking,P,Liquid,augmented,none,5,5,74,222,74,1,1730,1468,2.131740846976787,0.10071351194008131,0.9069498382543335,0.010786666769704016,1.23221201234603,0.09230369980224096,1.0358059347987665
1.0,0,ert,T,Liquid,augmented,none,5,5,84,222,84,1,1730,1730,31.786713343234986,5.608908829926228,0.9296965997005758,0.020651393704726285,20.109212790522374,1.1021481716841293,1.0450635787689662
1.0,0,ert,P,Liquid,augmented,none,5,5,84,222,84,1,1730,1730,1.9981186446670756,0.15002214941389946,0.9131657103660418,0.011888313564521469,1.1398428796959141,0.08165027221688519,1.0601781172371216
1.0,0,stacking,T,Liquid,augmented,none,5,5,84,222,84,1,1730,1730,32.650861763758364,5.0527408618947245,0.9260354873776588,0.018292699175415806,20.64549537114494,1.2929162990251828,1.0230590644714048
1.0,0,stacking,P,Liquid,augmented,none,5,5,84,222,84,1,1730,1730,2.038944197576981,0.1277299821558846,0.9097581755264738,0.009626985036544519,1.1445141759758146,0.0837186274888696,1.0358585867948742
