fraction,repeat,model,target,feature_set,data_module,correction_module,n_splits_used,n_splits_requested,n_effective_bins,n_bins_raw,n_bins_merged,bins_merged,n_train_full,n_train_sub,rmse_mean,rmse_std,r2_mean,r2_std,mae_mean,mbe_mean,slope_mean
1.0,1,stacking,P,Liquid,augmented,none,5,5,84,222,84,1,1730,1730,2.0057364019002346,0.18900007182244574,0.912247109927562,0.015709303997373508,1.134403760838688,0.1101369256229141,1.0360689277187602
0.2,2,ert,T,Liquid,augmented,none,5,5,13,222,13,1,1730,463,45.54940015378999,6.89507208996143,0.8897089017893679,0.02677163119588646,30.92312697493137,0.601137371218672,1.0575951252937774
0.2,2,ert,P,Liquid,augmented,none,5,5,13,222,13,1,1730,463,2.8651321253501245,0.6152814270037971,0.8541427819720611,0.052391666887057854,1.8640459447468642,0.1449376858903464,1.0828415059807923
0.2,2,stacking,T,Liquid,augmented,none,5,5,13,222,13,1,1730,463,45.9413912050427,6.094659251815427,0.8876674888567877,0.02515359275198739,31.2204573247893,0.639351332552504,1.04394213041576
0.2,2,stacking,P,Liquid,augmented,none,5,5,13,222,13,1,1730,463,2.9008923272886684,0.6019007960533316,0.8502169954504369,0.05289303425666217,1.8830252286859874,0.14895285705557057,1.0671089965158225
0.4,2,ert,T,Liquid,augmented,none,5,5,34,222,34,1,1730,792,41.07250980919838,5.930256836469806,0.8980019006352157,0.027871545720165404,26.341184780411407,0.9666613157773009,1.0652064993911154
0.4,2,ert,P,Liquid,augmented,none,5,5,34,222,34,1,1730,792,2.386054465900075,0.5002504982315272,0.8868624672126666,0.043910494010405546,1.4912559876770188,0.11102225746195575,1.080103708732129
0.4,2,stacking,T,Liquid,augmented,none,5,5,34,222,34,1,1730,792,41.973972171084974,5.8124497087502185,0.8934953763511551,0.02838017229004855,27.02498818754443,1.0817371277687082,1.050859605227528
0.4,2,stacking,P,Liquid,augmented,none,5,5,34,222,34,1,1730,792,2.429238445063197,0.5248563391088368,0.8826460182406004,0.04606210359253768,1.5026894408571685,0.10573963435770875,1.0597457077441024
0.6,2,ert,T,Liquid,augmented,none,5,5,64,222,64,1,1730,1139,35.93743249478442,3.187944226331947,0.9180701960394867,0.013658051040135316,23.016213468451404,1.3424759543323965,1.0539321516873188
0.6,2,ert,P,Liquid,augmented,none,5,5,64,222,64,1,1730,1139,2.24951741500888,0.25258172284357855,0.9000008126354292,0.0218019590315834,1.3442005469753966,0.10370185876490783,1.0688867364628605
0.6,2,stacking,T,Liquid,augmented,none,5,5,64,222,64,1,1730,1139,36.645691205707735,3.381888899380693,0.9147672978399963,0.014947578043408362,23.532289424396872,1.439659517300674,1.037169759039229
0.6,2,stacking,P,Liquid,augmented,none,5,5,64,222,64,1,1730,1139,2.274124370017308,0.19532393715499444,0.8981690078600602,0.016497561376844064,1.3528031520730681,0.09038357921431624,1.0449285456830455
0.8,2,ert,T,Liquid,augmented,none,5,5,74,222,74,1,1730,1468,33.48711654937294,3.6358431218275364,0.9262392956554658,0.01649107124036633,21.28693822949229,1.2503359861353904,1.049477276091085
0.8,2,ert,P,Liquid,augmented,none,5,5,74,222,74,1,1730,1468,2.0557708087766025,0.21874347898107926,0.9128776632149389,0.019705572934392894,1.2182213584960446,0.07535377200368124,1.052235487936418
0.8,2,stacking,T,Liquid,augmented,none,5,5,74,222,74,1,1730,1468,34.086658580727125,3.7442885850442553,0.923580846582697,0.01713262864337967,21.62473636756149,1.4421686658949293,1.0325506227879946
0.8,2,stacking,P,Liquid,augmented,none,5,5,74,222,74,1,1730,1468,2.115181069445088,0.25592416040033017,0.9075344587662512,0.023318618225573365,1.240368230765224,0.09148219680905682,1.0302683701375948
1.0,2,ert,T,Liquid,augmented,none,5,5,84,222,84,1,1730,1730,31.145087984308372,1.533344364980186,0.932816668029781,0.007715602562774348,19.673519830085205,1.1922003541317443,1.0452100889860634
1.0,2,ert,P,Liquid,augmented,none,5,5,84,222,84,1,1730,1730,1.9487565965122304,0.21048715291371617,0.9168125686571342,0.01868996279358522,1.1294080897476504,0.09301244813587205,1.057231946782079
1.0,2,stacking,T,Liquid,augmented,none,5,5,84,222,84,1,1730,1730,32.008828596711865,1.5119631713237462,0.9290178007209086,0.00796692923538893,20.088887092093486,1.3560034236655014,1.022960397079192
1.0,2,stacking,P,Liquid,augmented,none,5,5,84,222,84,1,1730,1730,2.0100315459319527,0.21254061875052396,0.911549120001304,0.01943184827912365,1.139016397365069,0.11185854628451826,1.0303121386162108
0.2,3,ert,T,Liquid,augmented,none,5,5,13,222,13,1,1730,463,47.98331570409336,4.563013396116695,0.8761344249654688,0.031296013084012766,32.0031502631998,1.159668599437937,1.0612287645327032
0.2,3,ert,P,Liquid,augmented,none,5,5,13,222,13,1,1730,463,2.811331137637901,0.45924470616680985,0.8594975489229663,0.048753311671124386,1.8167611649184603,-0.005283279571027704,1.0629535876781326
0.2,3,stacking,T,Liquid,augmented,none,5,5,13,222,13,1,1730,463,48.85658674371258,5.53068294149504,0.8709736625772171,0.03574451923901309,32.396320783039556,1.6452321747033878,1.0460744359092442
0.2,3,stacking,P,Liquid,augmented,none,5,5,13,222,13,1,1730,463,2.8538641220728778,0.44366431894197556,0.8555731690176552,0.04759010503621933,1.8334111566707119,-0.013131718494270542,1.0482943238861668
0.4,3,ert,T,Liquid,augmented,none,5,5,34,222,34,1,1730,792,40.37233188726496,2.9468605616596557,0.9021812915689542,0.013020896339133597,26.06459484072379,0.8612586069999255,1.0406023098722172
0.4,3,ert,P,Liquid,augmented,none,5,5,34,222,34,1,1730,792,2.450361675108328,0.27955124509839596,0.8839142577233285,0.02049788749133315,1.5011208087597239,0.06063027861915249,1.0629242944277661
0.4,3,stacking,T,Liquid,augmented,none,5,5,34,222,34,1,1730,792,41.339869935894264,3.3339033264809927,0.8973179682689036,0.0158458327644749,26.78706282196523,1.2569270028755768,1.0283900055506685
0.4,3,stacking,P,Liquid,augmented,none,5,5,34,222,34,1,1730,792,2.500117152977565,0.2740685999226571,0.8792750421928588,0.019653538652412882,1.5218208043583341,0.08098853139891907,1.0514284302724828
0.6,3,ert,T,Liquid,augmented,none,5,5,64,222,64,1,1730,1139,35.55230947245792,4.137672855982692,0.918788072705088,0.022777072689950252,22.995467909216767,0.8706902590080119,1.0453349766395288
0.6,3,ert,P,Liquid,augmented,none,5,5,64,222,64,1,1730,1139,2.2414460426523735,0.270330435647474,0.9002244373674214,0.025244648508839958,1.3257677293421573,0.059427851951656174,1.0598696239480658
0.6,3,stacking,T,Liquid,augmented,none,5,5,64,222,64,1,1730,1139,36.530865189963116,3.4825194281705754,0.9145143265523291,0.02031375549666978,23.694347681530854,1.1796841729254253,1.0241128817884793
0.6,3,stacking,P,Liquid,augmented,none,5,5,64,222,64,1,1730,1139,2.2960519112820443,0.27951446052979806,0.895382258568614,0.026300822902727054,1.3537254698132308,0.06576757126239788,1.0393658435747237
0.8,3,ert,T,Liquid,augmented,none,5,5,74,222,74,1,1730,1468,32.47649181443377,3.213639818012213,0.9309064581318296,0.012643355770318629,20.982552901477543,1.064880917717888,1.046834942907589
0.8,3,ert,P,Liquid,augmented,none,5,5,74,222,74,1,1730,1468,2.096124455831422,0.20712223199767751,0.9098174748589944,0.016584409582786713,1.24218585934892,0.06352570768817409,1.064467379572713
0.8,3,stacking,T,Liquid,augmented,none,5,5,74,222,74,1,1730,1468,33.0439241072646,3.201927124466937,0.9284399752939837,0.013017578971131755,21.270738886291376,1.2285699445793605,1.028808230123606
0.8,3,stacking,P,Liquid,augmented,none,5,5,74,222,74,1,1730,1468,2.1459307447986093,0.24063739865767902,0.9053296788209737,0.020013978171693213,1.2668039756112024,0.04537136465886612,1.0380684699513307
1.0,3,ert,T,Liquid,augmented,none,5,5,84,222,84,1,1730,1730,31.307302356270405,0.8196722645403806,0.9323518107536259,0.0017231844313011124,19.91189548064532,1.2178188269309669,1.0459606961754122
1.0,3,ert,P,Liquid,augmented,none,5,5,84,222,84,1,1730,1730,1.9786543722417964,0.17464919862286657,0.9147592661861769,0.013752080195188773,1.148385791791583,0.0716774974167079,1.053214754764586
1.0,3,stacking,T,Liquid,augmented,none,5,5,84,222,84,1,1730,1730,31.938176217769687,1.3027026909436434,0.9294954291705129,0.005529200319178623,20.261056398499065,1.6046197101855113,1.0257971193547433
1.0,3,stacking,P,Liquid,augmented,none,5,5,84,222,84,1,1730,1730,2.0409236222233114,0.17891200128524462,0.9092528443681239,0.015275808670240925,1.1637480500809902,0.09701221398904782,1.0274610237465147
0.2,4,ert,T,Liquid,augmented,none,5,5,13,222,13,1,1730,463,46.63883771380029,8.952543772732055,0.8792036918940728,0.0483781216645174,30.336438412663444,1.3319792013819451,1.0391967455792899
0.2,4,ert,P,Liquid,augmented,none,5,5,13,222,13,1,1730,463,2.7474772225690387,0.8051540682449231,0.860066077049566,0.08797521523179451,1.7780675479645716,0.09022913153131147,1.0737442218427373
0.2,4,stacking,T,Liquid,augmented,none,5,5,13,222,13,1,1730,463,47.189147804587016,8.713470550803343,0.8767305864665138,0.04723785879154813,30.74200449676393,1.4310788197461433,1.02782875752708
0.2,4,stacking,P,Liquid,augmented,none,5,5,13,222,13,1,1730,463,2.786608436853821,0.8183229775730196,0.8561440845532304,0.09018738911491764,1.8043332559006113,0.08319025007875121,1.0549327206736043
0.4,4,ert,T,Liquid,augmented,none,5,5,34,222,34,1,1730,792,40.1036841462099,4.965334939964537,0.9033191148733909,0.021717848712938054,25.856732004187894,0.8824128193994261,1.044659647486018
0.4,4,ert,P,Liquid,augmented,none,5,5,34,222,34,1,1730,792,2.3955133327103915,0.18684707340365223,0.8893653487012125,0.010019846303339816,1.4783667105062388,0.08109675831866817,1.0781141214468675
0.4,4,stacking,T,Liquid,augmented,none,5,5,34,222,34,1,1730,792,40.98455660482478,4.407921050904628,0.8990379505323732,0.020922448340999676,26.553554917362696,1.1025003240510098,1.02895187152691
0.4,4,stacking,P,Liquid,augmented,none,5,5,34,222,34,1,1730,792,2.4167084040357474,0.19049125715557697,0.8873783222929369,0.010581193121478562,1.4916513951126098,0.09133010730607848,1.059317034914281
0.6,4,ert,T,Liquid,augmented,none,5,5,64,222,64,1,1730,1139,34.84807193651817,3.126119539955799,0.9233159128365449,0.010681715977353004,22.349677897970185,0.9916962775698723,1.0456003783753478
0.6,4,ert,P,Liquid,augmented,none,5,5,64,222,64,1,1730,1139,2.181137712323987,0.10717033084170154,0.9061011086158037,0.012884085319587594,1.272475820533064,0.07916501111029266,1.058775065113376
0.6,4,stacking,T,Liquid,augmented,none,5,5,64,222,64,1,1730,1139,35.507718498438656,2.5446125748785464,0.9202338735243707,0.010667406845074653,22.840263383198977,1.3617612060778277,1.0288131450312163
0.6,4,stacking,P,Liquid,augmented,none,5,5,64,222,64,1,1730,1139,2.2080516039288436,0.1269293401819503,0.9036627709521028,0.014724927411243741,1.2777339198174509,0.07283379802991582,1.0369505878578982
0.8,4,ert,T,Liquid,augmented,none,5,5,74,222,74,1,1730,1468,33.20049340468741,2.3403232022648317,0.9280518260824862,0.00964644247432038,20.993842540878198,1.1557840004287465,1.0426311266893382
0.8,4,ert,P,Liquid,augmented,none,5,5,74,222,74,1,1730,1468,2.032707154812541,0.2015319411936139,0.9148549725761329,0.018484854660517896,1.1929120186389592,0.08248526242289714,1.0587164056200784
0.8,4,stacking,T,Liquid,augmented,none,5,5,74,222,74,1,1730,1468,33.61314167027739,2.4324971689729558,0.9262139377718075,0.01036654071500934,21.386117315563897,1.5308322245623303,1.0280554967353273
0.8,4,stacking,P,Liquid,augmented,none,5,5,74,222,74,1,1730,1468,2.1046844216837397,0.23675042213363176,0.9085945295746098,0.02119303672279312,1.2076653443703051,0.09815476579643283,1.0350475559569194
1.0,4,ert,T,Liquid,augmented,none,5,5,84,222,84,1,1730,1730,31.47425397768318,1.9833970026056023,0.9313904613251364,0.008571956360696876,19.85298131012254,0.9105704677275283,1.0448023637710044
1.0,4,ert,P,Liquid,augmented,none,5,5,84,222,84,1,1730,1730,1.9736232690852085,0.24368763054116616,0.9145478635986997,0.02042490950683845,1.1395768321566875,0.06202603431446317,1.057166819287898
1.0,4,stacking,T,Liquid,augmented,none,5,5,84,222,84,1,1730,1730,32.01641129748694,1.7818272645234985,0.9290455346920578,0.008159377279567441,20.213361873765816,0.9500631413896936,1.0259463375328166
1.0,4,stacking,P,Liquid,augmented,none,5,5,84,222,84,1,1730,1730,2.055031381608875,0.24723324543878403,0.9073490270831795,0.021916015670317885,1.1543564081575604,0.053661262082701736,1.0277467216045217
0.2,5,ert,T,Liquid,augmented,none,5,5,13,222,13,1,1730,463,46.86618359079485,6.71335892408297,0.8836419796801636,0.021656474438933447,31.435108509929915,0.6340437018642723,1.0548612647616382
0.2,5,ert,P,Liquid,augmented,none,5,5,13,222,13,1,1730,463,3.1464220153023468,0.45878307320507733,0.8223297651694932,0.06018517633490051,2.027137329923037,0.09347101280285368,1.0559069685512106
0.2,5,stacking,T,Liquid,augmented,none,5,5,13,222,13,1,1730,463,47.72485886089504,6.8460894547516284,0.8793817246698421,0.0223399136972802,32.298970263205725,0.6857651174667234,1.041753947391047
0.2,5,stacking,P,Liquid,augmented,none,5,5,13,222,13,1,1730,463,3.201632543130784,0.48916956995659594,0.8158099778449909,0.06416225735887927,2.056544376487815,0.08997512571294011,1.0371528950397366
0.4,5,ert,T,Liquid,augmented,none,5,5,34,222,34,1,1730,792,40.56013056147667,2.5844452956510024,0.8999425569277676,0.01689689207125573,26.262299679684283,1.373636196303889,1.058862032526593
0.4,5,ert,P,Liquid,augmented,none,5,5,34,222,34,1,1730,792,2.5579787304169224,0.23082299260782208,0.8735172991719986,0.01605927655669787,1.5644436688868169,0.0755705103067135,1.0697416031467029
0.4,5,stacking,T,Liquid,augmented,none,5,5,34,222,34,1,1730,792,41.297956928368265,2.43737604615668,0.8961191492428604,0.017848824995801253,27.132467080078833,1.6719315893479998,1.042774367185296
0.4,5,stacking,P,Liquid,augmented,none,5,5,34,222,34,1,1730,792,2.610118479066733,0.24332131742356067,0.8684780581427086,0.015522096864953396,1.5963008616692231,0.06680865579066522,1.0485861675437458
0.6,5,ert,T,Liquid,augmented,none,5,5,64,222,64,1,1730,1139,36.22285896952652,0.9572303586955322,0.9168724215452866,0.0077542020056100055,23.645008417884608,1.1260078582976583,1.0506298342377367
0.6,5,ert,P,Liquid,augmented,none,5,5,64,222,64,1,1730,1139,2.2912674410217027,0.2651926847219096,0.8960588639651992,0.02322548998637494,1.3525541001255517,0.10216863008877744,1.062356589062913
0.6,5,stacking,T,Liquid,augmented,none,5,5,64,222,64,1,1730,1139,37.3624166807808,1.103953762238193,0.9115133082533635,0.008930997158812551,24.52649927441029,1.488381103587602,1.0326546475360114
0.6,5,stacking,P,Liquid,augmented,none,5,5,64,222,64,1,1730,1139,2.3350851227954217,0.3017810969850426,0.8917308077429009,0.027725431802454837,1.3733784795200956,0.10146578097595368,1.0396373617220003
0.8,5,ert,T,Liquid,augmented,none,5,5,74,222,74,1,1730,1468,32.80664752353304,2.232594224187259,0.929753861966901,0.0082981646440618,21.027221324148776,1.3575289538918967,1.049491748408515
0.8,5,ert,P,Liquid,augmented,none,5,5,74,222,74,1,1730,1468,2.076327258516161,0.19566387023277354,0.9115580859154404,0.01618799130361052,1.231642779536755,0.0769139126812081,1.0544373397982105
0.8,5,stacking,T,Liquid,augmented,none,5,5,74,222,74,1,1730,1468,33.36218583652411,2.095984419971604,0.9273768629508397,0.008007979654959448,21.519105269975267,1.372647060309068,1.0342123658264462
0.8,5,stacking,P,Liquid,augmented,none,5,5,74,222,74,1,1730,1468,2.148576766974201,0.1888703465586745,0.9053577131223467,0.015980465570894532,1.2580897343531963,0.08520541708104605,1.0297257011715046
1.0,5,ert,T,Liquid,augmented,none,5,5,84,222,84,1,1730,1730,30.711797281259294,3.8090920072060865,0.9339681051464677,0.016586324748457972,19.57078891994677,1.482168533560347,1.0449473008429837
1.0,5,ert,P,Liquid,augmented,none,5,5,84,222,84,1,1730,1730,1.937555706495259,0.27144570660053535,0.9174178149130107,0.023805824572643734,1.1184931553637198,0.07265955548497016,1.054684267344733
1.0,5,stacking,T,Liquid,augmented,none,5,5,84,222,84,1,1730,1730,31.687807153783023,3.528259437627636,0.9298599224691344,0.015895053314928395,20.201508202038593,1.7344452952405967,1.0273237307167964
1.0,5,stacking,P,Liquid,augmented,none,5,5,84,222,84,1,1730,1730,1.975814541375468,0.2571507176425658,0.9142827127291386,0.022979537636974707,1.1192817367340437,0.09257137631126364,1.028495709329324
