exp_name,n_folds,T_rmse_mean,T_rmse_std,T_mae_mean,T_mae_std,T_r2_mean,T_r2_std,T_slope_mean,T_slope_std,T_intercept_mean,T_intercept_std,T_bias_mean_mean,T_bias_mean_std,T_resid_std_mean,T_resid_std_std,P_rmse_mean,P_rmse_std,P_mae_mean,P_mae_std,P_r2_mean,P_r2_std,P_slope_mean,P_slope_std,P_intercept_mean,P_intercept_std,P_bias_mean_mean,P_bias_mean_std,P_resid_std_mean,P_resid_std_std
exp4_aug_corr,5,45.76245781437759,3.9349388672536025,33.59804317712936,3.8333350144893443,0.8804284217378037,0.024592185757493064,1.0097079234535318,0.01866578044817475,-9.450573956088737,20.847914491111432,1.6881773634497859,10.431714547040945,44.84912547478998,3.5534008811413496,2.8165145016180215,0.46372590430355703,1.9795602930325509,0.31331545032648506,0.8428524984918877,0.056885915447301594,1.0386755700238024,0.09040265259616638,-0.26029371225585524,1.2814866354156635,-0.06297374874020592,0.6498750432519153,2.763643284131951,0.42418072085539443
