exp_name,n_folds,T_rmse_mean,T_rmse_std,T_mae_mean,T_mae_std,T_r2_mean,T_r2_std,T_slope_mean,T_slope_std,T_intercept_mean,T_intercept_std,T_bias_mean_mean,T_bias_mean_std,T_resid_std_mean,T_resid_std_std,P_rmse_mean,P_rmse_std,P_mae_mean,P_mae_std,P_r2_mean,P_r2_std,P_slope_mean,P_slope_std,P_intercept_mean,P_intercept_std,P_bias_mean_mean,P_bias_mean_std,P_resid_std_mean,P_resid_std_std
exp1_baseline,5,45.69251871684556,4.174133546851557,33.4232609798562,4.283083589435124,0.8810333965502078,0.023394149213392848,1.0322432525169498,0.02948734315730069,-34.524972008041004,36.09892098856784,2.3744440616609013,9.76960553292092,44.869219105558045,3.7705646929728953,2.85230901832366,0.4197413445892176,2.0195710209334883,0.3087366515090828,0.8399278331140971,0.05361089903130816,1.0610577429127117,0.0995792984104762,-0.39638055961566343,1.341169217584662,-0.059240172028075036,0.6833197600670952,2.7941161995623447,0.3733674965358551
