rmse,mae,mbe,r2,slope,intercept,resid_std,rmse_raw,mae_raw,mbe_raw,slope_raw,intercept_raw,mae_bin0,mbe_bin0,mae_bin1,mbe_bin1,mae_bin2,mbe_bin2,mae_bin3,mbe_bin3,mae_bin4,mbe_bin4,exp_id,target,n_samples,n_mc,analysis_std_mean,analysis_std_median,analysis_2mad_mean,analysis_interval_68_mean,analysis_interval_90_mean,analysis_contribution_ratio,main_test_rmse,propagated_vs_test_ratio
3.225382930631976,2.1063132709635957,1.0677422766922964,0.8623514884463852,1.0654151384057728,0.35194585068527573,3.0435212303803736,3.225382930631976,2.1063132709635957,1.0677422766922964,1.0654151384057728,0.35194585068527573,1.2475647969536825,-1.183879889667138,1.717442369040849,0.33698622067988626,1.585458616621139,1.0475391040441149,1.913943753767863,1.161603688608266,3.7082508770030036,3.4500459659053617,E07_ert_augmented_none_liq,P,349,1000,0.4458481590782877,0.4022070890700493,0.5795072395247993,0.8659858627782727,1.4490124524909622,0.1382310778803957,3.225382930631976,0.1382310778803957
