rmse,mae,mbe,r2,slope,intercept,resid_std,rmse_raw,mae_raw,mbe_raw,slope_raw,intercept_raw,mae_bin0,mbe_bin0,mae_bin1,mbe_bin1,mae_bin2,mbe_bin2,mae_bin3,mbe_bin3,mae_bin4,mbe_bin4,exp_id,target,n_samples,n_mc,analysis_std_mean,analysis_std_median,analysis_2mad_mean,analysis_interval_68_mean,analysis_interval_90_mean,analysis_contribution_ratio,main_test_rmse,propagated_vs_test_ratio
54.65197759179404,35.38000241387015,5.240310300588574,0.9178232259877522,1.0994346340540002,-109.74548218316295,54.40016362702875,54.65197759179404,35.38000241387015,5.240310300588574,1.0994346340540002,-109.74548218316295,43.03182800468587,-37.47320692550785,27.06503547779469,-6.700849437608768,31.21947537138594,6.7741746269029255,26.47738208599941,11.124372617568781,50.01678335301791,48.00454786211611,E07_ert_augmented_none_liq,T,349,1000,6.8268886223797285,6.38894227787886,8.964520499419786,13.338332488826458,22.1798439077586,0.12491567411102764,54.65197759179404,0.12491567411102764
