exp_name,n_folds,T_rmse_mean,T_rmse_std,T_mae_mean,T_mae_std,T_r2_mean,T_r2_std,T_slope_mean,T_slope_std,T_intercept_mean,T_intercept_std,T_bias_mean_mean,T_bias_mean_std,T_resid_std_mean,T_resid_std_std,P_rmse_mean,P_rmse_std,P_mae_mean,P_mae_std,P_r2_mean,P_r2_std,P_slope_mean,P_slope_std,P_intercept_mean,P_intercept_std,P_bias_mean_mean,P_bias_mean_std,P_resid_std_mean,P_resid_std_std
exp2_aug_only,5,45.8486716557312,3.9922645611714236,33.64473506996076,3.8717149320989503,0.8799994636637238,0.024673734944022974,1.0212723640943928,0.019954622356688583,-22.74052724906346,21.919120827158075,1.669484745992052,10.545452314117766,44.91982830882513,3.5681948830752166,2.8306221067532356,0.4538202747431126,1.9998467582336965,0.3069421753167276,0.8416626264022391,0.05628546663405968,1.0522366853293268,0.09257661424033949,-0.3515363295426779,1.2983913442795827,-0.061807801837010866,0.6700062627464015,2.7742012441221364,0.41364814325543336
