exp_name,n_folds,T_rmse_mean,T_rmse_std,T_mae_mean,T_mae_std,T_r2_mean,T_r2_std,T_slope_mean,T_slope_std,T_intercept_mean,T_intercept_std,T_bias_mean_mean,T_bias_mean_std,T_resid_std_mean,T_resid_std_std,P_rmse_mean,P_rmse_std,P_mae_mean,P_mae_std,P_r2_mean,P_r2_std,P_slope_mean,P_slope_std,P_intercept_mean,P_intercept_std,P_bias_mean_mean,P_bias_mean_std,P_resid_std_mean,P_resid_std_std
exp3_corr_only,5,45.562929645419096,4.090545354078067,33.35347942426023,4.27372407912055,0.8816965205390556,0.023182242094415818,1.0188078896859327,0.028583917341389136,-19.08456290434492,35.385417780408524,2.4072654896912247,9.643597581943345,44.753473624239064,3.732176177493095,2.8347111369453137,0.4315297254253741,1.9938821402423226,0.3210139055726685,0.8414409618052945,0.05439437800801501,1.0444592011134206,0.0972195596999008,-0.2851785917030158,1.3225626809570628,-0.061402010078844695,0.659785788956073,2.7807458324264247,0.38547684042470354
